no time angle_min angle_max angle_increment time_increment scan_time range_min range_max range_size count countless
186 20190828140352 -3.124139071 3.141592741 0.017453292 0.000200085 0.071830578 0.150000006 16.000000000 24 9 15
187 20190828140352 -3.124139071 3.141592741 0.017453292 0.000221932 0.079673462 0.150000006 16.000000000 24 10 14
188 20190828140352 -3.124139071 3.141592741 0.017453292 0.000221801 0.079626739 0.150000006 16.000000000 24 11 13
189 20190828140352 -3.124139071 3.141592741 0.017453292 0.000200147 0.071852848 0.150000006 16.000000000 24 9 15
190 20190828140352 -3.124139071 3.141592741 0.017453292 0.000222097 0.079732962 0.150000006 16.000000000 24 8 16
191 20190828140352 -3.124139071 3.141592741 0.017453292 0.000221927 0.079671897 0.150000006 16.000000000 24 10 14
192 20190828140352 -3.124139071 3.141592741 0.017453292 0.000222369 0.079830542 0.150000006 16.000000000 24 10 14
193 20190828140353 -3.124139071 3.141592741 0.017453292 0.000199824 0.071736664 0.150000006 16.000000000 24 8 16
194 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221817 0.079632439 0.150000006 16.000000000 24 11 13
195 20190828140353 -3.124139071 3.141592741 0.017453292 0.000222442 0.079856537 0.150000006 16.000000000 24 9 15
196 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221653 0.079573460 0.150000006 16.000000000 24 9 15
197 20190828140353 -3.124139071 3.141592741 0.017453292 0.000200052 0.071818776 0.150000006 16.000000000 24 9 15
198 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221949 0.079679862 0.150000006 16.000000000 24 9 15
199 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221993 0.079695329 0.150000006 16.000000000 24 10 14
200 20190828140353 -3.124139071 3.141592741 0.017453292 0.000222342 0.079820678 0.150000006 16.000000000 24 8 16
201 20190828140353 -3.124139071 3.141592741 0.017453292 0.000199700 0.071692266 0.150000006 16.000000000 24 11 13
202 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221910 0.079665534 0.150000006 16.000000000 24 9 15
203 20190828140353 -3.124139071 3.141592741 0.017453292 0.000221833 0.079638146 0.150000006 16.000000000 24 10 14
204 20190828140353 -3.124139071 3.141592741 0.017453292 0.000222600 0.079913452 0.150000006 16.000000000 24 11 13
205 20190828140353 -3.124139071 3.141592741 0.017453292 0.000199805 0.071730137 0.150000006 16.000000000 24 8 16
206 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221622 0.079562329 0.150000006 16.000000000 24 7 17
207 20190828140354 -3.124139071 3.141592741 0.017453292 0.000222631 0.079924367 0.150000006 16.000000000 24 9 15
208 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221872 0.079651974 0.150000006 16.000000000 24 9 15
209 20190828140354 -3.124139071 3.141592741 0.017453292 0.000199961 0.071786024 0.150000006 16.000000000 24 10 14
210 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221795 0.079624504 0.150000006 16.000000000 24 10 14
211 20190828140354 -3.124139071 3.141592741 0.017453292 0.000222173 0.079760090 0.150000006 16.000000000 24 12 12
212 20190828140354 -3.124139071 3.141592741 0.017453292 0.000222219 0.079776600 0.150000006 16.000000000 24 10 14
213 20190828140354 -3.124139071 3.141592741 0.017453292 0.000200004 0.071801558 0.150000006 16.000000000 24 9 15
214 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221980 0.079690672 0.150000006 16.000000000 24 8 16
215 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221936 0.079674944 0.150000006 16.000000000 24 10 14
216 20190828140354 -3.124139071 3.141592741 0.017453292 0.000222108 0.079736888 0.150000006 16.000000000 24 11 13
217 20190828140354 -3.124139071 3.141592741 0.017453292 0.000199933 0.071775794 0.150000006 16.000000000 24 10 14
218 20190828140354 -3.124139071 3.141592741 0.017453292 0.000221739 0.079604343 0.150000006 16.000000000 24 11 13
219 20190828140355 -3.124139071 3.141592741 0.017453292 0.000222233 0.079781629 0.150000006 16.000000000 24 8 16
